"Name","Placement","Winner","SeasonNumber","week2_place","week3_place","week4_place","week5_place","week6_place","week7_place","week8_place","week9_place","week10_place","week11_place","week12_place","week13_place","week14_place","week2_win","week3_win","week4_win","week5_win","week6_win","week7_win","week8_win","week9_win","week10_win","week11_win","week12_win","week13_win","week14_win","SeasonModel"
"Sundra Oakley",4,0,13,8.16828417205811,6.16292704772949,7.26506796073914,6.79614283943176,6.24639524507523,5.64206348657608,5.98575873851776,5.96843015193939,5.6752793674469,5.33886823320389,4.53387618255615,4.08130952310562,3.97167618846893,0.00631868636608124,0.0262969702780247,0.0304825402498245,0.0659142869710922,0.0376421455517411,0.0631538290567696,0.0674396838732064,0.0303116760998964,0.0514949635080993,0.0412984133064747,0.0433714293837547,0.130673017531633,0.132952382385731,13
"Adam Gentry",5,0,13,9.00433882713318,12.6417593402863,10.5670492210388,9.19015715122223,8.75714601993561,6.69950794267654,6.40057143878937,5.28445555591583,5.02368571043015,3.86886348485947,3.16773175048828,2.58133809041977,2.79092379570007,0.0234224006533623,0.101205563127995,0.102852382957935,0.044241270750761,0.110474605411291,0.163860016021878,0.123711113125086,0.194467785440385,0.309325400739908,0.293317464411259,0.36724286210537,0.412977112215012,0.360577779591084,13
"Parvati Shallow",6,0,13,9.35424381446838,9.26798749160767,8.57017675209045,7.00840792751312,7.54207459115982,4.99010951757431,4.21856827259064,4.24183650159836,4.55782221412659,4.49663490962982,4.45169206190109,3.59098889446259,2.76087776422501,0.113700917452574,0.00125714288651943,0.0714583650864661,0.130711113631725,0.0802031762003899,0.104382541120052,0.0545793659090996,0.0304672317355871,0.0721568685881794,0.0360714293420315,0.0196682542860508,0.0823968267142773,0.0899142870903015,13
"Jonathan Penner",7,0,13,7.94826462554932,6.74807822418213,7.11299681425095,6.44804286766052,5.74203335523605,9.38293808221817,7.10249999094009,5.87198253965378,4.84401270008087,3.50046665430069,2.92694921255112,3.54821270132065,6.30994127178192,0.177041588962078,0.263537378489971,0.133305985037237,0.207403178781271,0.171292067378759,0.0492707640826702,0.0290913980603218,0.0405760373473167,0.0837126998901367,0.22356667008996,0.184880955845118,0.16038822228834,0.00701428580284119,13
"Candice Woodcock",8,0,13,9.35424381446838,9.26798749160767,8.63377848434448,8.16555554771423,6.44469206237793,5.629949198246,5.77782222414017,5.41695079994202,5.20850476408005,4.8269603099823,3.84632699108124,6.75695713615417,6.53649048233032,0.113700917452574,0.00125714288651943,0.0798460330665112,0.0517920645475388,0.0576619058251381,0.0731504910923541,0.0482904770672321,0.123337075427175,0.143493377964944,0.118517462491989,0.101706350624561,0.0221550319027156,0.00293333339691162,13
"Nate Gonzalez",9,0,13,8.67199742889404,6.3646351146698,5.58872538471222,5.28501110601425,6.30057617855072,8.32002381038666,6.88022223854065,7.08552539396286,5.66193491268158,4.06808570384979,7.68863807296753,7.49439365959168,7.5119142665863,0.00683661361038685,0.036649351477623,0.0897083714902401,0.123684129327536,0.0588539695441723,0.0381421921253204,0.00838981068134308,0.00940143382549286,0.0331555560529232,0.0649650804102421,0.0301031749844551,0.0106820157598704,0,13
"Jenny Guzon-Bae",10,0,13,9.51931486129761,8.58223617553711,8.72375077342987,9.15749365997315,9.15185235786438,6.06463173913956,5.63773651456833,5.43779683828354,5.35590157938004,8.15746187543869,8.23875080490112,8.28565398788452,8.28486508750916,0.00724844248592854,0.00155555558204651,0.000359999991953373,0.00482444452494383,0.0132787303850055,0.0290679506696761,0.0119285716414452,0.01351485042274,0.0458917887322605,0.00373333340883255,0,0.000104237867519259,0,13
"Rebecca Borman",11,0,13,7.72183688926697,6.45025123023987,6.61589205646515,6.92779364824295,5.5507793636322,4.4866587305069,4.6235968337059,4.68799364614487,4.61858254241943,8.13423807239533,8.26999525260925,8.29978255081177,8.30552700996399,0.265422507435083,0.156734723955393,0.133841272473335,0.156161907851696,0.125622224926949,0.119714288234711,0.0555492076463997,0.0682005658596754,0.0659759161882102,0.00967619067430496,0.00204444447159767,0.000104237867519259,0,13
"Brad Virata",12,0,13,9.00433882713318,8.42062392520905,9.12992132949829,9.39017302131653,7.25731586170197,6.35632697296143,6.65128093528748,5.5028015794754,10.5250902900696,10.9812761650085,10.9138634681702,10.680293636322,10.7466380805969,0.0234224006533623,0.0494704641550779,0.0929650812149048,0.0635111124515533,0.100012700349092,0.0879647769071162,0.0471984135210514,0.112138662353158,0.0527378209047019,0.00620952397584915,0.000800000011920929,0.000104237867519259,0,13
"Jessica Smith",13,0,13,8.84282968521118,5.78703883266449,5.29673650503159,4.90589364624023,4.91429047966003,4.30162063741684,5.62142538642883,11.1804222335815,10.7885190429687,10.7425365104675,10.8077666625977,10.8193857040405,10.7959476127625,0.0164955956786871,0.0257388173043728,0.0813583654798567,0.185780956327915,0.143353258945048,0.146693817064166,0.134633334845304,0.0230613541230559,0.00243305794522166,0,0,0.000104237867519259,0,13
"Cristina Coria",14,0,13,8.33272211265564,8.53225757694244,7.17786507034302,7.07004917764664,7.79070474910736,7.41321270608902,11.9103047676086,11.8374333267212,11.7891491966248,11.8296095085144,11.7488587303162,11.7493793373108,11.846288898468,0.0999593703895807,0.0134947500228882,0.0109298414960504,0.00543555559962988,0.00896690717339516,0.0164728752560914,0.00207777782157063,0.000102151736617088,0.0000330578498542309,0,0,0.000104237867519259,0,13
"Cao Boi Bui",15,0,13,7.94826462554932,7.06678616333008,7.06473174142838,6.54107144021988,6.93750320482254,9.64217301368713,11.8350777778625,11.3836095085144,11.6479253921509,11.6300380706787,11.5789031867981,11.6154047584534,11.60805078125,0.177041588962078,0.222761187404394,0.130163127843291,0.0900746052563191,0.0403738919273019,0.0249518789499998,0.00476758848503232,0.00427977596223354,0.00163305787369609,0,0,0.000104237867519259,0,13
"Stephannie Favor",16,0,13,7.33801821994781,6.47753723144531,6.28170028066635,6.03644286394119,5.78297620010376,13.2582777862549,12.7818889045715,12.719452381134,12.7616380958557,12.6992428474426,12.682680973053,12.7297428627014,12.6858904762268,0.137424999982119,0.089041560202837,0.0408921796157956,0.0617800010070205,0.158670796923339,0.0628707641065121,0.00732473127916455,0.00119247432053089,0.0000330578498542309,0,0,0.000104237867519259,0,13
"J.P. Calderon",17,0,13,9.00433882713318,12.4515884304047,9.80157777452469,10.0114206390381,13.7833428840637,13.3468857345581,13.4587110900879,13.5205507926941,13.6030383834839,13.5316222190857,13.5398412818909,13.5342921028137,13.5762666435242,0.0234224006533623,0.0116761907041073,0.00185999999195337,0.00565777771919966,0.000728811770677567,0.000332830861210823,0.000424731183797121,0.000392474308609962,0.0000330578498542309,0,0,0.000104237867519259,0,13
"Cecilia Mansilla",18,0,13,9.51931486129761,7.85514260005951,6.46081167316437,15.3003777694702,14.8237206687927,14.9820936431885,15.1583015861511,14.9984841308594,14.8263812446594,14.9259967956543,14.8295031585693,14.8522412643433,14.89599842453,0.00724844248592854,0.251434558957815,0.296679370582104,0.0884158745706081,0.00931992308050394,0.00117538406327367,0.00236758838966489,0.000392474308609962,0.0000330578498542309,0,0,0.000104237867519259,0,13
"Billy Garcia",19,0,13,12.4339146556854,9.87070632553101,15.6154391555786,15.4549729919434,15.5261380577087,15.5716461257935,15.5641587028503,15.5176980247498,15.5717507820129,15.5845856781006,15.5365094795227,15.589888835907,15.567991481781,0.014482370108366,0.000900000005960465,0.00172153846547008,0.000279999993741512,0.000157383173704147,0.000375384051352739,0.000424731183797121,0.000392474308609962,0.0000330578498542309,0,0,0.000104237867519259,0,13
"Sekou Bunch",20,0,13,9.43005339241028,16.9359616928101,16.7997418136597,16.8241352272034,16.7750653495789,16.7643206253052,16.7987793502808,16.8146759529114,16.8015204811096,16.7777111129761,16.7539870109558,16.7421776275635,16.780593624115,0.00216666668653488,0.00288888895511627,0.000421538453549147,0.000279999993741512,0.000157383173704147,0.000375384051352739,0.000424731183797121,0.000392474308609962,0.0000330578498542309,0,0,0.000104237867519259,0,13
"Earl Cole",1,1,14,7.55642774868011,6.20809205436707,6.70440317153931,7.3104460439682,7.21766825580597,10.0325365333557,6.99951586866379,6.28342856168747,5.41558412647247,4.22787143182754,3.30922857475281,2.62808254861832,2.03474762582779,0.198725284487009,0.296269845366478,0.043723810583353,0.0476128624528646,0.0166519670747221,0.0474473438337445,0.0285201470088214,0.0714593420941383,0.101936509639025,0.0966444456279278,0.0975380967259407,0.193098415374756,0.292523813664913,14
"Cassandra Franklin",2,0,14,7.3295105266571,8.05063610553741,7.56159177207947,8.03357619857788,6.45642857217789,5.55630792665482,5.76703334760666,6.16832380533218,6.12298412799835,5.28682856941223,4.47239682435989,3.79360793638229,3.68490158557892,0.0656695048958063,0.0250082700550556,0.0884015890359879,0.0932534815780818,0.0428063497245312,0.0609666676223278,0.040798413336277,0.0311208146885037,0.0489389361161739,0.134247621715069,0.124079366743565,0.0885714301168919,0.0995492084622383,14
"Dreamz Herd",3,0,14,10.4590659694672,9.05996117305756,7.48884125804901,10.3501095504761,7.07481427764893,5.61149205255508,4.4791047539711,5.05238887453079,4.35603650522232,4.41596666526794,3.54110951852798,3.06050316905975,2.72748095655441,0.00179551170766354,0.00945238107442856,0.00146666669845581,0.00167476637661457,0.00759323680028319,0.0430346454158425,0.129815874785185,0.0641048487760127,0.108628572523594,0.0420904768705368,0.0543555564880371,0.0347555559277535,0.172066668480635,14
"Yau-Man Chan",4,0,14,6.970980427742,6.35214315032959,7.26901269245148,6.61529048728943,6.52789999437332,5.03628728199005,6.07198254585266,4.92881744623184,4.12894603824615,3.82036507987976,3.27652539253235,2.78768889427185,2.14375397062302,0.145023784279823,0.22113968539238,0.044523810595274,0.0489319102317095,0.0649015885293484,0.0831301603615284,0.284101590752602,0.168141357872635,0.162452382951975,0.272509527027607,0.239215875893831,0.347896828502417,0.514957147032022,14
"Boo Bernis",5,0,14,10.7362390708923,9.0288746919632,8.08459205722809,7.6386158657074,8.07070475721359,6.85718889045715,5.86695714139938,5.86280478239059,5.42868571567535,4.73164285755157,4.24235079336166,4.05202856636047,3.84557618236542,0.00155950073897839,0.00344141417741776,0.0288174609541893,0.0218010993413627,0.0230666671693325,0.0522317471504211,0.0373471311163157,0.00480396435596049,0.00891830077953637,0.00320000004768372,0.00574444451928139,0.00870793664827943,0.00802698421478272,14
"Stacy Kimball",6,0,14,8.37698002433777,7.9010467338562,8.73910924434662,8.8584889011383,9.39148572015762,6.26426507711411,5.25361110830307,5.81300636148453,5.80837302589416,5.1125031747818,4.66407620191574,4.41323809146881,3.94521745109558,0.0842041285037994,0.0302004779875278,0.00280000007152557,0.00019015097245574,0.0023265701495111,0.00406956527382135,0.00171538461558521,0.00128650400973856,0.00482941189594567,0.0469857150912285,0.0641730172038078,0.0308317464627326,0.0365587308108807,14
"Alex Angarita",7,0,14,9.26449194717407,7.41387123203278,8.018677775383,7.31720634746552,7.82881427192688,8.79268411922455,7.45049048185349,7.18395078372955,6.17277936935425,4.94229841375351,3.75382221603394,2.7037047662735,6.39197933673859,0.0134816391915083,0.00213333338499069,0.0182206353247166,0.0564539694786072,0.0509238103628159,0.0488984135091305,0.0262190481722355,0.0154142859280109,0.0317873021960259,0.0442222230732441,0.0398571434020996,0.120380954056978,0.00860000017285347,14
"Mookie Lee",8,0,14,9.26449194717407,9.80618381118774,9.35106537771225,7.49475555992126,7.1301333193779,6.17895554971695,4.71776191091537,4.18099525356293,3.97490952777863,3.68504920864105,3.21782698774338,7.15857141113281,6.83531427574158,0.0134816391915083,0.0540341702699661,0.0564968265295029,0.101360319316387,0.116024984892458,0.204134648241103,0.187592066377401,0.295380956679583,0.246649210423231,0.182484129875898,0.236842860609293,0.0233000001944602,0,14
"Edgardo Rivera",9,0,14,9.26449194717407,8.71346075820923,9.61918414497375,9.7298650932312,7.80042699241638,7.23990952396393,6.74743175458908,6.53570476198196,5.48429047441483,4.91259841489792,7.90046664810181,7.5539412689209,7.82839681243896,0.0134816391915083,0.0374671447277069,0.0005,0.00019015097245574,0.00137142860889435,0.00577142870426178,0.0322174608409405,0.047174697522074,0.0768151276130229,0.0884444460272789,0.0728444455265999,0.0241206351257861,0.00205555558204651,14
"Michelle Yi",10,0,14,9.98655751800537,8.5451468667984,7.99175873851776,6.57453490066528,6.73863967990875,5.8745714263916,5.59511588478088,5.56301905107498,5.61207936668396,8.74212857055664,8.53135398674011,8.66498574256897,8.61619047546387,0.00152344435453415,0.00174444445967674,0.0975095256567001,0.0752042749635875,0.0566174613833427,0.0326920640766621,0.0144757022988051,0.032643561726436,0.071297667177394,0.00544761914014816,0.002,0.0000476190485060215,0,14
"Lisi Linares",11,0,14,10.1356268348694,8.92750451850891,7.74232912635803,8.7979491891861,7.75858092784882,6.6434714345932,6.5232619137764,5.33662539291382,10.3258968048096,10.3608126945496,10.4533285636902,10.318036491394,10.4545809593201,0.00443480022251606,0.000222222223877907,0,0.013344119425863,0.0131297448240221,0.0938997260704637,0.389866670370102,0.428947621941566,0.105839683234692,0.00879047632217407,0,0.0000476190485060215,0,14
"James 'Rocky' Reid",12,0,14,8.48492958450317,6.27883172798157,5.53915556049347,6.42378730869293,6.73629840373993,8.45800951480865,7.34684760665894,10.7942587013245,10.7615111160278,10.6793317718506,10.7208539772034,10.7319095458984,10.753731754303,0.122421938285232,0.154025111407042,0.0830666679441929,0.0424349213242531,0.0384460323154926,0.0154952383041382,0.0172503056954592,0.0106928533706814,0.0068452849406749,0,0,0.0000476190485060215,0,14
"Anthony Robinson",13,0,14,8.52259012699127,7.21352626609802,6.7434158821106,9.14257144260407,6.6249698266983,10.27276192379,13.1904428596497,12.7100841064453,12.6717571487427,12.5885730400085,12.6260238113403,12.5849571380615,12.764363494873,0.0132339470982552,0.00357142862677574,0.010807936668396,0.0132539685368538,0.0302285718917847,0.0144761906862259,0.00461538465134799,0.00271507544256747,0.00132941177673638,0,0,0.0000476190485060215,0,14
"Rita Verreos",14,0,14,7.3295105266571,5.60285881996155,5.47812482261658,6.18571110439301,7.44227776861191,13.7421079292297,13.2415047874451,13.0844206428528,13.1293238372803,13.1830301742554,13.1040428237915,13.1303857040405,13.0951920623779,0.0656695048958063,0.0227140863835812,0.0100095239877701,0.05218046496436,0.0502825408577919,0.0118000002205372,0.00101538462750614,0.00174364683963358,0.0000294117648154497,0,0,0.0000476190485060215,0,14
"Liliana Gomez",15,0,14,8.37698002433777,7.9010467338562,9.03412512588501,9.5814539899826,14.6272806091309,14.0529079360962,13.9789777908325,14.1522190437317,14.3046749191284,14.24954920578,14.2540618972778,14.3218619232178,14.2511730613708,0.0842041285037994,0.0302004779875278,0.00146666669845581,0.00787903993949294,0.00214879229292274,0.00197432715445757,0.000215384615585208,0.000143646815791726,0.0000294117648154497,0,0,0.0000476190485060215,0,14
"Gary Stritesky",16,0,14,10.7362390708923,10.0119927425385,8.69576247882843,7.92096982192993,14.8886838111877,13.9499142990112,13.9083635101318,14.2498650932312,14.3772920722961,14.4496238250732,14.4976158828735,14.4269238357544,14.5018905296326,0.00155950073897839,0.000800000011920929,0.0980460339188576,0.0579344332031906,0.00623609399423003,0.00583464471250772,0.00261538465134799,0.00334364686347544,0.0000294117648154497,0,0,0.0000476190485060215,0,14
"Sylvia Kwan",17,0,14,10.730703037262,8.52552970981598,8.42111429214478,14.616922203064,14.3195015869141,14.5306666717529,14.5408031997681,14.4880142860413,14.4394523506165,14.4172714233398,14.4439174499512,14.409147605896,14.3980761985779,0.194801135733724,0.0433079373836517,0.00954761931300163,0.0139868135564029,0.000675776418298483,0.00166956523805857,0.00192967034690082,0.00058809126354754,0.000829411776736379,0,0,0.0000476190485060215,0,14
"Erica Durousseau",18,0,14,9.33991861343384,9.17887979412079,15.8002952194214,15.7037396659851,15.6062889175415,15.6723349380493,15.6953619232178,15.6473904762268,15.5877835655212,15.5756000213623,15.6042668151855,15.6398058013916,15.5541920928955,0.0385396059900522,0.143469843894243,0.0308904767632484,0.00788697650656104,0.00568053841218352,0.0000695652142167091,0.00512967045418918,0.00381031356193125,0.0000294117648154497,0,0,0.0000476190485060215,0,14
"Jessica deBen",19,0,14,8.03611311149597,17.3833522109985,17.268267791748,17.3359699783325,17.3130919113159,17.2973154640198,17.2983483886719,17.2926901435852,17.294493057251,17.2804852523804,17.2632572479248,17.3102864074707,17.3335347328186,0.00991011165082455,0.00106666669249535,0,0.00019015097245574,0.000104347821325064,0.0000695652142167091,0.000215384615585208,0.000143646815791726,0.0000294117648154497,0,0,0.0000476190485060215,0,14
"Todd Herzog",1,1,15,6.9675683221817,6.90146094226837,7.10604920482635,7.22651429843903,6.44076348972321,7.4926666727066,7.23929998683929,6.81349523162842,5.10465396404266,4.59993174505234,3.63006825494766,3.17753651285172,NA,0.297022006809711,0.206376340061426,0.307636514365673,0.275718908935785,0.281892935395241,0.236082544386387,0.13814920899272,0.1231100089252,0.0845460332036018,0.134992065906525,0.160526986837387,0.161737365400419,NA,15
"Courtney Yates",2,0,15,9.84876741218567,8.02516257190704,8.56616508102417,7.42403333044052,6.76403176212311,6.60030952262878,6.67276984357834,5.22115713739395,4.61453174591064,4.5108587231636,4.37227300977707,4.19725238847733,NA,0.00377628338336945,0.0089206351339817,0.0537460327744484,0.0464650800824165,0.0476984134614468,0.0153604465574026,0.0191920636296272,0.00622401577979326,0.0120633537806571,0.00710952395200729,0,0.058953236406669,NA,15
"Amanda Kimmel",3,0,15,9.19798663330078,9.10392379570007,7.66886822938919,6.6668914847374,6.343041264534,6.14945872926712,5.61453016614914,5.05916508436203,4.76415555715561,4.3940301566124,3.94001746082306,2.55155873298645,NA,0.0957447339817882,0.0327730166018009,0.0176888892948627,0.0262553918510675,0.056714286506176,0.0762535315565765,0.14381111317873,0.140338096648455,0.0802603185772896,0.0825857155323029,0.0644634927511215,0.197030160605907,NA,15
"Denise Martin",4,0,15,10.1635935115814,9.4188641910553,9.57668542480469,9.35038888835907,7.3184317317009,6.48143650627136,5.76074126720428,6.1512396941185,5.43699840307236,4.8476698307991,4.00210634231567,4.22664602327347,NA,0.000658690266311169,0.0335867988690734,0.0036000000834465,0.00560459779202938,0.00291111114621162,0.0195044530294836,0.010995105907321,0.0259901997223496,0.0284983176197857,0.0507285724878311,0.0490714292824268,0.12808095523715,NA,15
"Peih-Gee Law",5,0,15,10.6770640239716,9.20081116104126,7.56261428070068,6.50552759075165,7.7007619137764,5.7892492017746,6.33409999322891,4.49261588001251,4.01337460327148,3.80433967924118,3.53645714426041,2.50246825408936,NA,0.0346516666710377,0.109745457023382,0.165432326972485,0.22105758023262,0.168141272753477,0.185738098144531,0.151103177458048,0.180493652403355,0.127733335852623,0.153649208962917,0.173171430796385,0.315046035438776,NA,15
"Erik Huffman",6,0,15,10.7958773422241,9.30279102325439,9.41845524978638,9.67241747283935,9.45600319576263,6.95056505680084,6.80142696714401,6.99881428861618,6.01631269311905,4.71722063016891,4.09484920597076,6.76736822700501,NA,0.0010993719920516,0.0401723389700055,0.0443339114785194,0.038377614364028,0.0495333343744278,0.152986865472049,0.0330712966173887,0.0769267087057233,0.113190383156762,0.12435555768013,0.195987304121256,0.0232199027892202,NA,15
